31330	17	23342
31329	5	30009
31328	1	30009
31327	4	30009
31326	6	30009
31325	5	6049
31324	5	6049
31323	3	6049
31322	27	6049
31321	25	64830
31320	12	77856
31319	5	77856
31318	6	77856
31317	14	77856
31316	2	77856
31315	5	77856
31314	13	77856
31313	10	77856
31312	18	77856
31311	1	77856
31310	2	77856
31309	13	77856
31308	22	77856
31307	1	77856
31306	9	94733
31305	1	94733
31304	7	94733
31303	4	94733
31300	10	94733
31299	1	94733
31298	17	94733
31297	5	94733
31296	10	94733
31271	4	79771
31268	1	79771
31267	1	79771
31266	10	79771
31265	8	79771
31264	4	79771
31263	6	79771
31262	1	76793
31261	2	76793
31260	8	76793
31259	5	76793
31258	4	76793
31257	7	76793
31256	5	76793
31255	16	76793
31254	14	76793
31253	18	76793
31252	10	76793
31251	17	76793
31250	10	76793
31249	6	76793
31247	31	76793
31193	2	76793
31192	1	44986
31191	16	44986
31190	1	44986
31189	204	44986
31188	4	44986
31187	1	44986
31186	2	44986
31185	4	44986
31184	4	44986
31183	9	44986
31182	2	44986
31181	6	44986
31180	16	35227
31179	12	35227
31178	3	35227
31177	4	35227
31176	3	35227
31175	7	35227
31174	15	35227
31173	13	35227
31172	3	35227
31171	8	35227
31170	2	35227
31169	11	35227
31168	2	35227
31167	14	35227
31166	35	35227
31165	12	35227
31164	48	35227
31162	3	35227
31161	7	35227
31160	4	35227
31159	3	75393
31158	6	10241
31157	6	10241
31156	12	10241
31155	10	10241
31154	2	10241
31153	10	10241
31152	1	10241
31151	16	10241
30979	14	10241
30978	14	10241
30977	15	10241
30976	1	92630
30975	8	92630
30973	6	92630
30972	6	92630
30971	3	92630
30970	5	92630
30969	5	92630
30968	7	7054
30967	6	7054
30966	12	7054
30965	5	7054
30964	7	7054
30963	3	7054
30962	21	7054
30961	8	7054
30960	1	7054
30959	6	7054
30958	0	7054
30957	6	7054
30956	9	7054
30955	15	7054
30954	3	7054
30953	11	7054
30952	6	7054
30951	4	7054
30950	5	7054
30949	1	7054
30948	1	7054
30947	6	7054
30934	55	7054
30930	15	7054
30929	6	7054
30928	5	7054
30927	6	7054
30926	5	7054
30925	13	7054
30924	0	7054
30923	3	7054
30922	6	7054
30921	40	7054
30920	1	7054
30919	6	7054
30918	3	7054
30917	23	7054
30916	3	7054
30915	5	7054
30914	3	7054
30913	2	7054
30912	4	7054
30911	4	7054
30910	9	7054
30906	1	7054
30905	10	7054
30904	18	7054
30903	1	7054
30902	8	7054
30901	13	7054
30900	32	7054
30899	21	7054
30896	1	7054
30895	13	7054
30782	5	8107
30763	6	8107
30762	7	8107
30761	5	8107
30760	5	8107
30759	4	8107
30758	8	8107
30757	1	8107
30756	12	8107
30755	32	8107
30754	1	8107
30753	2	8107
30752	29	8107
30751	5	8107
30750	4	8107
30749	6	8107
30748	3	8107
30747	2	8107
30746	1	8107
30745	5	8107
30744	5	8107
30743	10	8107
30742	24	8107
30741	0	8107
30740	1	8107
30739	8	8107
30738	3	8107
30737	4	8107
30736	3	8107
30735	2	8107
30734	15	8107
30733	1	8107
30732	5	8107
30731	3	8107
30730	6	8107
30729	10	8107
30683	12	8107
30674	2	895
30673	3	895
30672	2	895
30671	4	895
30670	16	895
30669	3	895
30668	2	895
30667	7	895
30666	3	895
30665	15	40705
30664	6	40705
30663	2	40705
30662	9	40705
30661	9	40705
30660	1	40705
30659	20	40705
30658	16	40705
30657	4	40705
30656	9	40705
30655	1	40705
30654	192	17442
30653	5	17442
30652	5	17442
30651	8	17442
30650	13	17442
30631	3	17442
30626	2	17442
30625	3	17442
30624	1	17442
30620	1	17442
30619	1	17442
30618	11	17442
30614	14	17442
30613	5	17442
30612	4	17442
30611	2	17442
30610	11	17442
30609	1	17442
30608	4	17442
30607	20	17442
30606	21	17442
30605	5	17442
30604	7	17442
30603	6	17442
30602	8	17442
30601	6	17442
30600	6	17442
30599	1	17442
30598	3	17442
30597	19	17442
30596	17	17442
30595	8	17442
30594	6	17442
30593	5	17442
30592	8	17442
30591	5	17442
30590	5	17442
30589	1	17442
30588	17	17442
30587	7	17442
30586	6	17442
30585	3	17442
30584	17	17442
30583	3	17442
30582	4	17442
30581	3	17442
30580	3	17442
30579	9	17442
30578	6	17442
30577	2	17442
30576	1	17442
30575	1	17442
30574	3	17442
30573	3	17442
30572	2	17442
30571	2	17442
30570	10	17442
30569	5	17442
30568	7	17442
30567	22	17442
30566	6	17442
30565	17	17442
30564	4	17442
30563	5	17442
30562	14	17442
30559	2	17442
30555	1	17442
30554	6	17442
30553	4	17442
30552	4	17442
30551	8	17442
30550	11	17442
30549	6	17442
30548	4	17442
30547	28	17442
30546	5	17442
30545	11	17442
30544	1	17442
30543	1	17442
30542	10	17442
30540	8	17442
30539	3	17442
30537	1	17442
30532	5	17442
30528	1	17442
30527	4	17442
30526	1	17442
30525	5	17442
30524	7	17442
30523	1	17442
30522	4	17442
30521	17	17442
30520	6	17442
30519	12	17442
30518	5	17442
30517	0	17442
30516	6	17442
30507	6	17442
30506	5	17442
30502	7	17442
30499	7	17442
30496	2	17442
30495	1	17442
30494	1	17442
30493	0	17442
30492	16	17442
30491	5	17442
30490	12	17442
30489	8	17442
30488	0	17442
30487	11	17442
30486	14	17442
30485	0	17442
30484	7	17442
30483	2	17442
30482	1	17442
30481	11	17442
30480	3	17442
30479	3	17442
30476	7	17442
30475	4	17442
30474	17	17442
30473	4	17442
30472	3	17442
30471	19	17442
30470	3	17442
30469	3	17442
30424	0	17442
30423	5	17442
30422	1	17442
30421	1	17442
30420	3	17442
30419	9	17442
30417	3	17442
30416	3	17442
30415	12	17442
30414	5	17442
30408	4	17442
30402	14	17442
30401	1	17442
30400	17	17442
30399	2	17442
30398	4	17442
30397	3	17442
30396	10	17442
30395	6	17442
30394	9	17442
30393	11	17442
30392	3	17442
30391	9	17442
30390	14	17442
30389	14	17442
30388	5	17442
30387	7	17442
30386	3	17442
30385	5	17442
30384	3	17442
30383	45	17442
30382	4	17442
30381	9	17442
30380	1	17442
30379	4	17442
30378	4	17442
30377	3	17442
30376	6	17442
30375	3	17442
30374	14	17442
30373	12	17442
30372	10	17442
30371	3	17442
30370	8	17442
30369	25	17442
30368	3	17442
30367	13	17442
30366	5	17442
30365	11	17442
30364	6	17442
30363	3	17442
30362	12	17442
30361	1	17442
30360	6	17442
30359	18	17442
30358	5	17442
30357	2	17442
30356	4	17442
30355	6	17442
30354	7	17442
30353	39	17442
30352	6	77449
30351	4	77449
30350	7	77449
30349	16	77449
30348	11	77449
30347	5	77449
30346	9	77449
30345	11	77449
30344	5	77449
30343	27	77449
30342	4	77449
30341	3	77449
30340	29	77449
30339	11	77449
30338	8	77449
30337	5	77449
30336	5	77449
30335	3	77449
30334	12	77449
30333	20	77449
30332	9	77449
30331	5	77449
30330	3	77449
30329	4	77449
30328	9	77449
30327	1	77449
30326	14	77449
30325	4	77449
30324	1	77449
30323	4	77449
30322	13	77449
30321	3	77449
30320	1	77449
30319	2	77449
30318	3	77449
30317	9	77449
30316	2	77449
30315	6	77449
30314	28	77449
30215	9	77449
30214	1	77449
30213	1	77449
30212	2	77449
30211	1	77449
30210	3	77449
30209	7	77449
30208	1	77449
30207	2	77449
30206	1	77449
30205	2	77449
30204	11	77449
30186	3	77449
30185	12	77449
30184	29	77449
30183	6	77449
30182	8	77449
30181	22	77449
30157	2	77449
30155	10	77449
30153	20	77449
30152	3	77449
30151	7	77449
30150	1	77449
30149	10	77449
30148	23	77449
30138	6	77449
30137	31	77449
30062	1	77449
30061	15	77449
30060	7	77449
30059	2	77449
30058	7	77449
30057	2	77449
30056	8	77449
30055	4	77449
30054	12	77449
30053	1	77449
30052	8	77449
30051	1	77449
30050	6	77449
30049	5	77449
30048	6	77449
30047	0	77449
30046	1	77449
30045	2	77449
30044	6	77449
30043	2	77449
30042	5	77449
30041	7	77449
30040	8	77449
30039	4	77449
30038	1	77449
30037	4	77449
30036	15	77449
30035	18	77449
